Catalog,GLong,GLat,Radius,Comments,Group_Flag,Group,Name,Alias,Simbad_comments,VGPSExclude,MagpisExclude,Parallax_Name,Magpis,NVSS,Cornish,Yusef20cmGC,LangRadio,LangPaschen,THOR,SMGPS,MeerKATGC,GName,RA (J2000),Dec (J2000),Name_Split,Name_Observed,GName_Observed,GLong_Observed,GLat_Observed,RA (J2000)_Observed,Dec (J2000)_Observed,TL,e_TL,FWHM,e_FWHM,VLSR,e_VLSR,VLSR_He,e_VLSR_He,FWHM_He,e_FWHM_He,TL_He,e_TL_He,VLSR_C,e_VLSR_C,FWHM_C,e_FWHM_C,TL_C,e_TL_C,Telescope,Resolution,Wavelength,Frequency,Author,Year,VLSR2,e_VLSR2,FWHM2,e_FWHM2,TL2,e_TL2,VLSR3,e_VLSR3,FWHM3,e_FWHM3,TL3,e_TL3,VLSR4,e_VLSR4,FWHM4,e_FWHM4,TL4,e_TL4,Name_Split_Observed,Name_Te,GName_Te,GLong_Te,GLat_Te,RA (J2000)_Te,Dec (J2000)_Te,Author_Te,Year_Te,Te,e_Te,y,e_y,Name_Split_Te,Name_Real_VLSR,GName_Real_VLSR,GLong_Real_VLSR,GLat_Real_VLSR,RA (J2000)_Real_VLSR,Dec (J2000)_Real_VLSR,Author_Real_VLSR,Year_Real_VLSR,Real_VLSR,Name_Split_Real_VLSR,Name_KDAR,GName_KDAR,GLong_KDAR,GLat_KDAR,RA (J2000)_KDAR,Dec (J2000)_KDAR,Author_KDAR,Year_KDAR,KDAR,DMethod,Name_Split_KDAR,GLIMPSE_Flux,GLIMPSE_e_Flux,GLIMPSE_Area,GLIMPSE_Saturation,MIPSGal_Flux,MIPSGal_e_Flux,MIPSGal_Area,MIPSGal_Saturation,WISE3_Flux,WISE3_e_Flux,WISE3_Area,WISE3_Saturation,WISE4_Flux,WISE4_e_Flux,WISE4_Area,WISE4_Saturation,HiGal70_Flux,HiGal70_e_Flux,HiGal70_Area,HiGal70_Saturation,HiGal160_Flux,HiGal160_e_Flux,HiGal160_Area,HiGal160_Saturation,VGPS_Flux,VGPS_e_Flux,VGPS_Area,VGPS_Saturation,MAGPIS_Flux,MAGPIS_e_Flux,MAGPIS_Area,GLong_Radio_Continuum,GLat_Radio_Continuum,RA (J2000)_Radio_Continuum,Dec (J2000)_Radio_Continuum,Author_Radio_Continuum,Year_Radio_Continuum,Match_Distance,GLong_Molecular,GLat_Molecular,RA (J2000)_Molecular,Dec (J2000)_Molecular,VLSR_Molecular,Molecule_Molecular,Author_Molecular,Year_Molecular,GName_Parallax,Alias_Parallax,RA (J2000)_Parallax,Dec (J2000)_Parallax,Parallax,e_Parallax,mux,e_mux,muy,e_muy,VLSR_Parallax,e_VLSR_Parallax,Author_Parallax,Name_Split_Parallax,spectrum_x,spectrum_y,Group_VLSR,Group_e_VLSR,Group_KDAR
Q,0.316148,-0.148674,37.8114,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G000.316-00.149,266.737592604628,-28.743389071721257,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.319469,-0.118913,27.3139,,0,,,,,0,0,,0,0,0,0,1,0,0,0,1,G000.319-00.119,266.7105404919496,-28.725111609034144,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.3208558,-0.2147725,260.44,,0,,S20,,,0,1,G000.31-00.20,0,0,0,0,0,0,0,0,0,G000.320-00.215,266.8048525489318,-28.773628894014678,['G000.31-00.20'],S20,G000.335-00.194,0.33503,-0.19419,266.7931505344466,-28.750840461636013,,,27.2,0.7,9.6,0.5,,,,,,,,,,,,,Leuschner,2.0,45000000.0,6.6e-05,"Fich, Dahl, & Treffers (1990)",1990.0,,,,,,,,,,,,,,,,,,,['S20'],,,,,,,,,,,,,,,,,,,,,,,,S20,G000.335-00.194,0.33503,-0.19419,266.7931505344466,-28.750840461636013,"Fich, Dahl, & Treffers (1990)",1990.0,N,Visible/Kinematic,['S20'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G000.31-00.20,G000.31-0.20,17:47:09.1092,-28:46:16.278,0.342,0.042,0.21,0.39,-1.76,0.64,18.0,3.0,53,['G000.31-00.20'],,,,,
K,0.328779,-0.80312,234.967,,0,,G000.361-00.780,,,0,1,,0,0,0,0,0,0,0,0,1,G000.328-00.804,267.3852821102641,-29.07047072397833,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.331017,-0.0643169,42.5,,0,,FA205,,,0,0,,0,0,0,0,1,0,0,0,1,G000.331-00.065,266.6641672768245,-28.686905116048504,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.335364,-0.0150039,42.5002,6cm,0,,G0.334-0.012;FA206,,,0,0,,1,0,0,0,0,0,0,0,1,G000.335-00.016,266.6187091810159,-28.657580420632843,[],G0.334-0.012,G000.334-00.012,0.334,-0.012,266.6149766158305,-28.657185357536655,0.0179,0.00267,39.46,6.79,11.33,2.88,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G0.334-0.012'],,,,,,,,,,,,,,FA206,G000.335-00.015,0.335,-0.015,266.6184898885681,-28.657889422605837,Anderson et al. (2015a),2015.0,14.0,['FA206'],FA206,G000.335-00.015,0.335,-0.015,266.6184898885681,-28.657889422605837,Anderson et al. (2015a),2015.0,,nan,['FA206'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.346541,-0.0270089,27.8246,6cm,0,,FA207,,,0,0,,1,0,0,0,0,0,0,0,1,G000.346-00.028,266.6370155259342,-28.654265291724254,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.352724,-0.019329,29.5739,,0,,,,,0,0,,0,0,0,0,2,0,0,0,1,G000.352-00.020,266.6331964513968,-28.644992869690768,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.360913,-0.140311,20.2836,,0,,,,,0,0,,0,0,0,0,2,0,0,0,1,G000.360-00.141,266.7559098278101,-28.70077690749018,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.382,0.017,67.394,,0,,G0.382+0.016;FA070,,,0,0,,0,0,0,0,0,0,0,0,1,G000.382+00.017,266.61515637943046,-28.601105280413503,[],G0.382+0.016,G000.382+00.016,0.382,0.016,266.61612959971677,-28.601624798023458,0.06570999999999999,0.00425,37.59,2.8,29.43,1.19,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G0.382+0.016'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010000000000000009,0.381,0.017,266.61456464728235,-28.601959736721415,   84.4,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
Q,0.39461,-0.131211,28.773,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G000.394-00.132,266.7669549402344,-28.667244803941255,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.397807,-0.0908732,22.6616,,0,,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.397-00.091,266.72953996268956,-28.64359329001291,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,0.401795,0.408866,20.0779,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G000.401+00.408,266.24627272337665,-28.38010997772023,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.408022,-0.880904,139.749,,0,,FA209;G000.408-00.881,,,0,1,,0,0,0,0,0,0,0,0,1,G000.408-00.881,267.508183718959,-29.042425944413555,[],G000.408-00.881,G000.408-00.881,0.408,-0.881,267.50826506042387,-29.04249408207447,0.054700000000000006,0.0005,18.9,0.2,14.0,0.1,,,,,,,,,,,,,GBT,2.65,5.76,5.21,Linville et al. (2023),2023.0,,,,,,,,,,,,,,,,,,,['G000.408-00.881'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.410351,-0.777841,137.694,,1,G000.361-00.780,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.410-00.778,267.40841783709396,-28.987509717287534,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.411335,-0.0593902,17.0437,,0,,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.411-00.060,266.7068715680907,-28.61569523943721,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.414533,-0.0205285,38.4594,,0,,,,,0,0,,0,0,0,1,0,0,0,0,1,G000.414-00.021,266.67092595275477,-28.59279264920952,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,0.41804847,-0.0808312,22.257208,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G000.418-00.081,266.7317202543513,-28.62107894304357,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,0.42142,-0.55414,72.8356,,1,G000.394-00.540,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.421-00.555,267.19577676497346,-28.862906035680556,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009570788891205201,0.421,-0.555,267.19637116831495,-28.863709153195675,       ,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
Q,0.436669,-0.0839863,41.2783,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G000.436-00.084,266.7457940413528,-28.60679488309334,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,0.452903,-0.903281,51.753,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G000.452-00.904,267.5564773665849,-29.01538067027903,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.455982,-0.475066,677.232,,0,,G000.394-00.540,,,0,0,,0,0,0,0,0,0,0,0,1,G000.455-00.476,267.13877640569655,-28.792525081331892,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.456408,-0.807535,149.026,,0,,FA210;G000.456-00.808,,,0,1,,0,0,0,0,0,0,0,0,1,G000.456-00.808,267.464579024162,-28.963246931809604,[],G000.456-00.808,G000.456-00.808,0.456,-0.808,267.46479570768275,-28.96383575639918,0.0466,0.0004,20.1,0.2,14.0,0.1,,,,,,,,,,,,,GBT,2.65,5.76,5.21,Linville et al. (2023),2023.0,,,,,,,,,,,,,,,,,,,['G000.456-00.808'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.460896,-0.047707,21.4435,,0,,,,,0,0,,0,0,0,0,1,0,0,0,1,G000.460-00.048,266.72477987808304,-28.567264578384364,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.471595,-0.0545939,43.3653,,0,,,,,0,0,,0,0,0,1,0,0,0,0,1,G000.471-00.055,266.7378025188298,-28.561689540541707,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.475964,-0.674149,54.9624,,0,,G000.489-00.668,,,0,0,,0,0,0,0,0,0,0,0,1,G000.475-00.675,267.34532589354785,-28.87793119799156,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.47713,-0.129858,111.185,,0,,G000.477-00.130,,,0,0,,0,0,0,0,0,0,0,0,1,G000.477-00.130,266.8143622010372,-28.595971149367884,[],G000.477-00.130,G000.477-00.130,0.477,-0.13,266.8144238203387,-28.596155910858318,0.0567,0.0005,54.7,0.7,29.8,0.3,,,,,,,,,,,,,GBT,2.65,5.76,5.21,Linville et al. (2023),2023.0,,,,,,,,,,,,,,,,,,,['G000.477-00.130'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.4798,0.0723936,42.5,,0,,FA212,,,0,0,,0,0,0,0,1,0,0,0,1,G000.479+00.072,266.6191130940131,-28.488761150408454,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001794580998450618,0.479,0.074,266.61707850744364,-28.488610203516895,       ,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
Q,0.484385,-0.8991,27.1004,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G000.484-00.900,267.57082559749284,-28.986210980908105,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.486943,0.201488,12.4396,,1,FA213,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.486+00.201,266.49791365126106,-28.415540453310673,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,0.05,
G,0.490043,-0.0739018,42.8537,,1,G000.510-00.051,,,,0,0,,1,0,0,0,0,0,0,0,1,G000.490-00.074,266.7674899943432,-28.555927458835793,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.492402,0.191645,42.5,,0,,FA213,,,0,0,,0,0,0,0,0,0,0,0,1,G000.492+00.191,266.5107002709366,-28.415999988063408,[],FA213,G000.492+00.192,0.492,0.192,266.51011777175205,-28.416158602940875,0.106,0.00047999999999999996,22.1,0.12,-7.5,0.05,,,,,,,-163.309,0.07,0.846,0.167,0.019486,0.00332,GBT,1.3,3.0,9.0,Anderson et al. (2015a),2015.0,,,,,,,,,,,,,,,,,,,['FA213'],,,,,,,,,,,,,,,,,,,,,,,,FA213,G000.492+00.192,0.492,0.192,266.51011777175205,-28.416158602940875,Anderson et al. (2015a),2015.0,,nan,['FA213'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,0.496929,-0.827033,16.0999,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G000.496-00.828,267.50746835368693,-28.938481770184755,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.497333,0.159427,60.4152,6cm,0,,FA214,,,0,0,,1,0,0,0,0,0,0,0,1,G000.497+00.159,266.54490473470065,-28.428546403435284,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.498347,-0.677838,54.9624,,0,,G000.489-00.668,,,0,0,,0,0,0,0,0,0,0,0,1,G000.498-00.678,267.36208116796104,-28.86063261100812,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.501283,0.190801,12.7326,,1,FA213,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.501+00.190,266.51677274399054,-28.408854558055882,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,0.05,
Q,0.504062,-0.788909,35.4183,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G000.504-00.789,267.47426713157097,-28.912793922647563,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.519275,0.177273,8.51127,,0,,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.519+00.177,266.5405472126621,-28.400524298097015,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.51997,-0.0508173,208.196,,0,,G000.510-00.051,SgrB1,,0,0,,0,0,0,0,0,0,0,0,1,G000.519-00.051,266.7626818380502,-28.518368489102205,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.520898,0.195536,16.0826,,0,,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.520+00.195,266.52377503307906,-28.389639370380337,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.522773,-0.0106701,27.0204,,0,,,,,0,0,,0,0,0,0,1,0,0,0,1,G000.522-00.011,266.7252736747756,-28.495151432866816,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.523739,0.168886,9.49364,,0,,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.523+00.168,266.55133018567017,-28.401072669593407,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.525092,0.190936,9.22176,,0,,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.525+00.190,266.5307205333883,-28.388450037155845,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,0.52817,0.180976,25.672,,0,,G0.527+0.181;G000.521+00.178,,,0,0,,0,0,0,0,0,0,0,0,1,G000.528+00.180,266.5422101646128,-28.391001038845882,[],G0.527+0.181,G000.527+00.181,0.527,0.181,266.5414952298877,-28.391987899816343,0.01989,0.0020499999999999997,25.7,3.06,1.01,1.3,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G0.527+0.181'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001554823462647771,0.527,0.182,266.54052430542146,-28.391467855014692,   -3.8,CS,"Bronfman, Nyman, & May (1996)",1996.0,,,,,,,,,,,,,,,,,,,
C,0.529765,-0.106246,27.1552,,0,,,,,0,0,,0,0,0,0,1,0,0,0,1,G000.529-00.107,266.82241501891957,-28.538717864139258,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.530131,0.131702,50.5506,,0,,FA216,,,0,0,,0,0,0,0,0,0,0,0,1,G000.530+00.131,266.5912217488162,-28.414941562963396,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.53038,-0.155807,29.4175,,0,,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.530-00.156,266.87104480223206,-28.563857934017367,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,0.533332,-0.0817726,66.8632,,1,G000.510-00.051,,,,0,0,,0,0,0,0,0,0,0,0,1,G000.533-00.082,266.80069295602544,-28.522986796232274,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,0.534824,0.168883,31.2643,,1,G0.527+0.181;G000.521+00.178,FA217,,,0,0,,1,0,0,0,0,0,0,0,1,G000.534+00.168,266.5578850366075,-28.391605488706432,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,1.3,
